layer,mean,std,n
model.layers.12.feed_forward.w1.weight,-6.766254728773902e-05,0.02426379607066998,16777216
model.layers.12.feed_forward.w3.weight,3.951815859437602e-06,0.02110951583835255,16777216
model.layers.12.feed_forward.w2.weight,8.575569339086542e-07,0.02115427293975132,16777216
model.layers.13.conv.in_proj.weight,-8.56133286693724e-06,0.02515229707478452,12582912
model.layers.13.conv.out_proj.weight,-1.655591667315548e-05,0.02436915165795452,4194304
model.layers.13.feed_forward.w1.weight,-4.339611837522739e-05,0.02544804332672348,16777216
model.layers.13.feed_forward.w3.weight,7.842149543080268e-06,0.020546000715976037,16777216
model.layers.13.feed_forward.w2.weight,5.45026496112655e-06,0.021041785235087263,16777216
model.layers.14.self_attn.q_proj.weight,-4.998610734219255e-07,0.01972578643392221,4194304
model.layers.14.self_attn.k_proj.weight,6.388492579390004e-07,0.01729424593879365,1048576
model.layers.14.self_attn.v_proj.weight,6.957514472105686e-06,0.0354742900545054,1048576
model.layers.14.self_attn.out_proj.weight,1.3047361136386826e-05,0.02622081677608667,4194304
model.layers.14.feed_forward.w1.weight,3.800838009837548e-05,0.025893217309840632,16777216
model.layers.14.feed_forward.w3.weight,-4.18428782111846e-06,0.021098431755631274,16777216
model.layers.14.feed_forward.w2.weight,-4.395243113464176e-06,0.02104746621853869,16777216
model.layers.15.conv.in_proj.weight,1.0569214775083916e-05,0.025848902819357745,12582912
model.layers.15.conv.out_proj.weight,3.7407373554287915e-06,0.024978588066038462,4194304
model.layers.15.feed_forward.w1.weight,1.2793542119027279e-05,0.025336323710175888,16777216
model.layers.15.feed_forward.w3.weight,3.194934745209821e-06,0.022114808283360963,16777216
model.layers.15.feed_forward.w2.weight,-3.850642485758726e-06,0.02140557816152751,16777216
lm_head.weight,-0.0001131557210674039,0.020760920689602832,134217728
