layer,mean,std,n
model.layers.19.self_attn.k_proj,-0.07027991046231818,0.060042109910621526,16777216
model.layers.19.self_attn.o_proj,-0.05198746482869865,0.04005868575748726,16777216
model.layers.19.self_attn.q_proj,-0.06909455519371477,0.06021483468518767,16777216
model.layers.19.self_attn.v_proj,-0.05302893022565058,0.04071489187659205,16777216
model.layers.2.mlp.down_proj,-0.05449205244829415,0.042237995618892625,45088768
model.layers.2.mlp.gate_proj,-0.05805793817058276,0.04503589482128083,45088768
model.layers.2.mlp.up_proj,-0.054231241055636335,0.04139605890794245,45088768
model.layers.2.self_attn.k_proj,-0.08521446965534096,0.08087095932103164,16777216
model.layers.2.self_attn.o_proj,-0.043054092379861686,0.03437428236789921,16777216
model.layers.2.self_attn.q_proj,-0.08273487830422255,0.079758939391658,16777216
model.layers.2.self_attn.v_proj,-0.04466573579509259,0.034327249656877175,16777216
model.layers.20.mlp.down_proj,-0.056676908060496294,0.04351566313893772,45088768
model.layers.20.mlp.gate_proj,-0.06043858279837539,0.04680300796758367,45088768
model.layers.20.mlp.up_proj,-0.056968483789903476,0.04334544543142569,45088768
model.layers.20.self_attn.k_proj,-0.0705917304749164,0.06092351769148004,16777216
model.layers.20.self_attn.o_proj,-0.05299683991728443,0.040524003893982016,16777216
model.layers.20.self_attn.q_proj,-0.06936152685602792,0.06121029558940124,16777216
model.layers.20.self_attn.v_proj,-0.053951023915146834,0.041106940341536884,16777216
model.layers.21.mlp.down_proj,-0.056611222387377785,0.04329693643835772,45088768
model.layers.21.mlp.gate_proj,-0.06092593467931079,0.047120172864260734,45088768
model.layers.21.mlp.up_proj,-0.05693193826084817,0.04328709525303479,45088768
model.layers.21.self_attn.k_proj,-0.06876017899509179,0.05971299700446147,16777216
model.layers.21.self_attn.o_proj,-0.05425103894356198,0.041596922035967175,16777216
model.layers.21.self_attn.q_proj,-0.06810246450356772,0.0611656186114043,16777216
model.layers.21.self_attn.v_proj,-0.055500889356039806,0.04234654364625736,16777216
model.layers.22.mlp.down_proj,-0.056533153945692485,0.04299543552946192,45088768
model.layers.22.mlp.gate_proj,-0.061317569435972434,0.04729870789126497,45088768
model.layers.22.mlp.up_proj,-0.0568845123580104,0.04321294410449735,45088768
model.layers.22.self_attn.k_proj,-0.07058157085276662,0.0602147668708175,16777216
model.layers.22.self_attn.o_proj,-0.054179187342583646,0.04166395996548566,16777216
model.layers.22.self_attn.q_proj,-0.06980012080873621,0.061103327839654734,16777216
model.layers.22.self_attn.v_proj,-0.05562376001978464,0.04250593843490925,16777216
model.layers.23.mlp.down_proj,-0.05688655492724857,0.043591785080498185,45088768
model.layers.23.mlp.gate_proj,-0.06138849813146936,0.04721661962185635,45088768
model.layers.23.mlp.up_proj,-0.0571536571198183,0.04346765858649478,45088768
model.layers.23.self_attn.k_proj,-0.07001738641690736,0.05896740674347972,16777216
model.layers.23.self_attn.o_proj,-0.05708601713479311,0.04382894795222474,16777216
model.layers.23.self_attn.q_proj,-0.06966701805009734,0.06070203165641338,16777216
model.layers.23.self_attn.v_proj,-0.05818120576839192,0.04447869554412656,16777216
model.layers.24.mlp.down_proj,-0.05701158213536854,0.04345141843630648,45088768
model.layers.24.mlp.gate_proj,-0.06151228544982841,0.047341349207896635,45088768
model.layers.24.mlp.up_proj,-0.057337412240591475,0.043532143900988675,45088768
model.layers.24.self_attn.k_proj,-0.0673976579849409,0.05950536578343542,16777216
model.layers.24.self_attn.o_proj,-0.056198054437231804,0.04304489608262612,16777216
model.layers.24.self_attn.q_proj,-0.06669535532557802,0.05959166565233707,16777216
model.layers.24.self_attn.v_proj,-0.05782806342199365,0.044093971905665774,16777216
model.layers.25.mlp.down_proj,-0.05737239828359571,0.04374839855965861,45088768
model.layers.25.mlp.gate_proj,-0.06160731798868361,0.04760289920839207,45088768
model.layers.25.mlp.up_proj,-0.05756065520480936,0.04375546000695506,45088768
model.layers.25.self_attn.k_proj,-0.06818327907581079,0.057858890417541095,16777216
model.layers.25.self_attn.o_proj,-0.05865498916728029,0.04507985548552516,16777216
model.layers.25.self_attn.q_proj,-0.06802973926528466,0.0590843443619644,16777216
model.layers.25.self_attn.v_proj,-0.05985052021082993,0.04563098293931289,16777216
model.layers.26.mlp.down_proj,-0.0575977673731972,0.04389991082855951,45088768
model.layers.26.mlp.gate_proj,-0.061631795439394024,0.047720651843699766,45088768
model.layers.26.mlp.up_proj,-0.05777368059957659,0.043912288150600075,45088768
model.layers.26.self_attn.k_proj,-0.06750197916153411,0.05814172299195366,16777216
model.layers.26.self_attn.o_proj,-0.05958818381964193,0.046340942815891684,16777216
model.layers.26.self_attn.q_proj,-0.06717912667897963,0.059813514033907236,16777216
model.layers.26.self_attn.v_proj,-0.060691457607561006,0.04668978382359082,16777216
model.layers.27.mlp.down_proj,-0.05804245605945335,0.044327307916339764,45088768
model.layers.27.mlp.gate_proj,-0.06161958211762181,0.048009947784629005,45088768
model.layers.27.mlp.up_proj,-0.05807552381778552,0.04417812803352362,45088768
model.layers.27.self_attn.k_proj,-0.07048594516112416,0.05744498032193161,16777216
model.layers.27.self_attn.o_proj,-0.06039099193651509,0.04646510176497034,16777216
model.layers.27.self_attn.q_proj,-0.07073009786449802,0.06114134840576523,16777216
model.layers.27.self_attn.v_proj,-0.06089763321301689,0.046503816995417474,16777216
model.layers.28.mlp.down_proj,-0.05861999354876685,0.04503419020786915,45088768
model.layers.28.mlp.gate_proj,-0.06130043482364779,0.04794528506280751,45088768
model.layers.28.mlp.up_proj,-0.05871084710189851,0.044724042096114115,45088768
model.layers.28.self_attn.k_proj,-0.06838845325023613,0.05694461439109385,16777216
model.layers.28.self_attn.o_proj,-0.062049014133094715,0.04796433771059057,16777216
model.layers.28.self_attn.q_proj,-0.06886558557960143,0.06194504704309245,16777216
model.layers.28.self_attn.v_proj,-0.06274880412115635,0.04824297518409096,16777216
model.layers.29.mlp.down_proj,-0.05930451170587371,0.04603901451017602,45088768
model.layers.29.mlp.gate_proj,-0.061417546071065456,0.04854970416953455,45088768
model.layers.29.mlp.up_proj,-0.05924098082907095,0.04542418996644686,45088768
model.layers.29.self_attn.k_proj,-0.06650972650032827,0.056984720721000894,16777216
model.layers.29.self_attn.o_proj,-0.06290914975704709,0.04830594417208644,16777216
model.layers.29.self_attn.q_proj,-0.06729356534117414,0.06316735965581395,16777216
model.layers.29.self_attn.v_proj,-0.06318707596710738,0.048326417330406136,16777216
model.layers.3.mlp.down_proj,-0.05468302621328655,0.042301746836692855,45088768
model.layers.3.mlp.gate_proj,-0.05880832151173266,0.0456914232954754,45088768
model.layers.3.mlp.up_proj,-0.054601031588178965,0.04185999522160433,45088768
model.layers.3.self_attn.k_proj,-0.07935179809169313,0.07106760629134344,16777216
model.layers.3.self_attn.o_proj,-0.041064606334543896,0.03263468600468115,16777216
model.layers.3.self_attn.q_proj,-0.07834061111350366,0.07562404095676817,16777216
model.layers.3.self_attn.v_proj,-0.04211303255146959,0.03267910689914626,16777216
model.layers.30.mlp.down_proj,-0.060118633534985685,0.04931936433474393,45088768
model.layers.30.mlp.gate_proj,-0.06245335657306071,0.050331386602357524,45088768
model.layers.30.mlp.up_proj,-0.05985713288151431,0.04652343935424236,45088768
model.layers.30.self_attn.k_proj,-0.06775899181741352,0.056047086008922144,16777216
model.layers.30.self_attn.o_proj,-0.06444618912144051,0.04953742050680008,16777216
model.layers.30.self_attn.q_proj,-0.06924456616025054,0.06525224274634962,16777216
model.layers.30.self_attn.v_proj,-0.0647310288436529,0.04975775014341549,16777216
model.layers.31.mlp.down_proj,-0.06133202697995774,0.05072841657499173,45088768
model.layers.31.mlp.gate_proj,-0.0661888085125061,0.052819367628996396,45088768
model.layers.31.mlp.up_proj,-0.06292711921369754,0.04949678354477272,45088768
model.layers.31.self_attn.k_proj,-0.07078412268862166,0.060796528423265675,16777216
model.layers.31.self_attn.o_proj,-0.05838464358021156,0.046182657754743756,16777216
model.layers.31.self_attn.q_proj,-0.06971454435790747,0.0607380276457914,16777216
model.layers.31.self_attn.v_proj,-0.059464270589046464,0.04685611199715196,16777216
model.layers.4.mlp.down_proj,-0.05421991126291517,0.042285589559967175,45088768
