layer,mean,std,n
model.layers.26.self_attn.o_proj,-0.09106402719812144,0.06849916029099244,9437184
model.layers.26.self_attn.qkv_proj,-0.07294294459636688,0.06210071498945394,28311552
model.layers.27.mlp.down_proj,-0.060216713682393674,0.045778957952895556,25165824
model.layers.27.mlp.gate_up_proj,-0.11507005406610915,0.1010259242318465,50331648
model.layers.27.self_attn.o_proj,-0.08684746457139328,0.06571169167720003,9437184
model.layers.27.self_attn.qkv_proj,-0.07851527232600752,0.06977776141131387,28311552
model.layers.28.mlp.down_proj,-0.06208564741450573,0.04729628889356798,25165824
model.layers.28.mlp.gate_up_proj,-0.10965173176468093,0.09572331963587592,50331648
model.layers.28.self_attn.o_proj,-0.08778014563884223,0.06648787531967512,9437184
model.layers.28.self_attn.qkv_proj,-0.08088904128878009,0.0722892718603034,28311552
model.layers.29.mlp.down_proj,-0.040160289817777084,0.04007824515349147,25165824
model.layers.29.mlp.gate_up_proj,-0.12956619141118608,0.1301222419656475,50331648
model.layers.29.self_attn.o_proj,-0.08519112379427599,0.06535668757977159,9437184
model.layers.29.self_attn.qkv_proj,-0.08594621267736699,0.07915310755421798,28311552
model.layers.3.mlp.down_proj,-0.07677324732579412,0.058102743899337894,25165824
model.layers.3.mlp.gate_up_proj,-0.07772140452717244,0.05972123287848168,50331648
model.layers.3.self_attn.o_proj,-0.04902165029590024,0.038495901332413714,9437184
model.layers.3.self_attn.qkv_proj,-0.7283156539038087,1.4168081477987073,28311552
model.layers.30.mlp.down_proj,-0.06735863806276636,0.051651901120364066,25165824
model.layers.30.mlp.gate_up_proj,-0.101448840227287,0.08683362416620556,50331648
model.layers.30.self_attn.o_proj,-0.08471926807073436,0.0668649656131946,9437184
model.layers.30.self_attn.qkv_proj,-0.08671076866277064,0.08186829186447413,28311552
model.layers.31.mlp.down_proj,-0.04217237934888848,0.04871975845232122,25165824
model.layers.31.mlp.gate_up_proj,-0.15971758241924286,0.1635192731011148,50331648
model.layers.31.self_attn.o_proj,-0.08684040693616327,0.0749677171087823,9437184
model.layers.31.self_attn.qkv_proj,-0.1022695494848449,0.09246263905141369,28311552
model.layers.4.mlp.down_proj,-0.01479646757923092,0.04728250091049559,25165824
model.layers.4.mlp.gate_up_proj,-0.22646197835823043,0.27290498436992655,50331648
model.layers.4.self_attn.o_proj,-0.04972730188981384,0.04059024996685191,9437184
model.layers.4.self_attn.qkv_proj,-0.341191713008744,0.4162193636611751,28311552
model.layers.5.mlp.down_proj,-0.0809910306358385,0.06093346646279611,25165824
model.layers.5.mlp.gate_up_proj,-0.07047590815056992,0.05361451982242596,50331648
model.layers.5.self_attn.o_proj,-0.04912974794569891,0.03841591639781423,9437184
model.layers.5.self_attn.qkv_proj,-0.10368941563407404,0.08793400670808971,28311552
model.layers.6.mlp.down_proj,-0.07677610877559952,0.058128136464591466,25165824
model.layers.6.mlp.gate_up_proj,-0.09150290652727713,0.07032634661262428,50331648
model.layers.6.self_attn.o_proj,-0.0566220508111049,0.04395996005306003,9437184
model.layers.6.self_attn.qkv_proj,-0.09716867383691284,0.08222708157460626,28311552
model.layers.7.mlp.down_proj,-0.03310674671517214,0.03453107560290177,25165824
model.layers.7.mlp.gate_up_proj,-0.11134044734850097,0.1095220940515498,50331648
model.layers.7.self_attn.o_proj,-0.05336864441374524,0.041462364533981264,9437184
model.layers.7.self_attn.qkv_proj,-0.09236834355026614,0.0772498511654616,28311552
model.layers.8.mlp.down_proj,-0.0741361283067666,0.056611714119138325,25165824
model.layers.8.mlp.gate_up_proj,-0.09408260281251538,0.07381382600346234,50331648
model.layers.8.self_attn.o_proj,-0.057380711544788535,0.04413211836916261,9437184
model.layers.8.self_attn.qkv_proj,-0.07242112072364965,0.06350135477812095,28311552
model.layers.9.mlp.down_proj,-0.07884200762509863,0.05959460583629359,25165824
model.layers.9.mlp.gate_up_proj,-0.09523608155397294,0.07477684775564933,50331648
model.layers.9.self_attn.o_proj,-0.05684333519416719,0.045038566692581404,9437184
model.layers.9.self_attn.qkv_proj,-0.06820512352479219,0.06089364805923556,28311552
