layer,mean,std,n
model.layers.21.mlp.down_proj,0.0004695902572772563,0.12375973469408233,12582912
model.layers.21.mlp.gate_proj,0.0014282866956515743,0.12520817169103948,12582912
model.layers.21.mlp.up_proj,0.0015121408569029882,0.13525906347008362,12582912
model.layers.21.self_attn.k_proj,0.0008486969629757368,0.11904429047359182,2097152
model.layers.21.self_attn.o_proj,0.0008332579673151486,0.10974483015293343,4194304
model.layers.21.self_attn.q_proj,0.0007199694177870697,0.13987619024932246,4194304
model.layers.21.self_attn.v_proj,0.0008120525853883009,0.1368631680811053,2097152
model.layers.22.mlp.down_proj,0.0004100169614199937,0.12287188332990696,12582912
model.layers.22.mlp.gate_proj,0.0012373097300345155,0.12474894218716505,12582912
model.layers.22.mlp.up_proj,0.0015748889400128974,0.13405056568198737,12582912
model.layers.22.self_attn.k_proj,0.0008445635685347952,0.11646862614183708,2097152
model.layers.22.self_attn.o_proj,0.0008904592127692013,0.1083036870378403,4194304
model.layers.22.self_attn.q_proj,0.0012525394731710549,0.13660874296328213,4194304
model.layers.22.self_attn.v_proj,0.0006081159535824554,0.1336951481548885,2097152
model.layers.23.mlp.down_proj,0.0005955654219178541,0.12644819765011958,12582912
model.layers.23.mlp.gate_proj,0.00044617891914337327,0.12463991304978476,12582912
model.layers.23.mlp.up_proj,0.0009156015854993409,0.13379237817027767,12582912
model.layers.23.self_attn.k_proj,0.0007788872908349731,0.12356366168297461,2097152
model.layers.23.self_attn.o_proj,0.0018482521950318187,0.11024169284062268,4194304
model.layers.23.self_attn.q_proj,0.0004767489931509772,0.1328520862076741,4194304
model.layers.23.self_attn.v_proj,-6.940394996490795e-05,0.13502292391303622,2097152
model.layers.24.mlp.down_proj,0.0008039581027029877,0.13974588160707865,12582912
model.layers.24.mlp.gate_proj,0.0008965774095486267,0.12964432825521635,12582912
model.layers.24.mlp.up_proj,0.0006195502498182274,0.14046744974848807,12582912
model.layers.24.self_attn.k_proj,0.0009324237216787878,0.12683709809935362,2097152
model.layers.24.self_attn.o_proj,0.0014153297543089138,0.11815961680117672,4194304
model.layers.24.self_attn.q_proj,0.0007909541004664788,0.14587335545136298,4194304
model.layers.24.self_attn.v_proj,0.0016387327632401139,0.13927664651477364,2097152
model.layers.25.mlp.down_proj,0.001125745061320534,0.12506294171597,12582912
model.layers.25.mlp.gate_proj,0.0009954015370870668,0.12075230673296236,12582912
model.layers.25.mlp.up_proj,0.0007520071900823193,0.1330696415483162,12582912
model.layers.25.self_attn.k_proj,0.0010372148635724443,0.11667912978712462,2097152
model.layers.25.self_attn.o_proj,-8.264868506557832e-05,0.11805413190140031,4194304
model.layers.25.self_attn.q_proj,0.0011450910881194432,0.13701244916311112,4194304
model.layers.25.self_attn.v_proj,0.002363868054089835,0.1413226765325326,2097152
model.layers.26.mlp.down_proj,0.0012779176274004083,0.12480724568698283,12582912
model.layers.26.mlp.gate_proj,0.0021695348683958096,0.12035242009815901,12582912
model.layers.26.mlp.up_proj,0.0009404338857166294,0.13148418557229644,12582912
model.layers.26.self_attn.k_proj,-0.000390158601476287,0.11162757865013034,2097152
model.layers.26.self_attn.o_proj,0.00036250230459700106,0.11871363282790147,4194304
model.layers.26.self_attn.q_proj,0.0005996316288019443,0.14598839174906017,4194304
model.layers.26.self_attn.v_proj,0.0016270040887320647,0.1322793914788772,2097152
model.layers.27.mlp.down_proj,0.00018854466452467022,0.12987209806251854,12582912
model.layers.27.mlp.gate_proj,0.0012083788205927704,0.12989136912422644,12582912
model.layers.27.mlp.up_proj,0.0005324852836565697,0.13285510388627064,12582912
model.layers.27.self_attn.k_proj,0.0008289330635307124,0.12549198497027828,2097152
model.layers.27.self_attn.o_proj,0.0005907258346269373,0.12173556348107242,4194304
model.layers.27.self_attn.q_proj,0.0019237349151808303,0.128070739348614,4194304
model.layers.27.self_attn.v_proj,0.0027535061417438556,0.13362294264153388,2097152
model.layers.3.mlp.down_proj,0.0007336626901330116,0.10097267141219636,12582912
model.layers.3.mlp.gate_proj,0.0007515154032565382,0.15475300845117304,12582912
model.layers.3.mlp.up_proj,0.001223087906055298,0.1033173012767893,12582912
model.layers.3.self_attn.k_proj,0.0012395514741001534,0.13275561236751046,2097152
model.layers.3.self_attn.o_proj,0.0005313672686497739,0.11284865855263394,4194304
model.layers.3.self_attn.q_proj,0.0009256183129764395,0.13033559620615598,4194304
model.layers.3.self_attn.v_proj,0.0009433245832042303,0.13046481576224245,2097152
model.layers.4.mlp.down_proj,0.0006601232616958441,0.10250109048636248,12582912
model.layers.4.mlp.gate_proj,8.897894576875842e-05,0.15093589670580831,12582912
model.layers.4.mlp.up_proj,0.000641173471952546,0.10422170867285635,12582912
model.layers.4.self_attn.k_proj,0.0009450927609577775,0.12589218240124314,2097152
model.layers.4.self_attn.o_proj,0.0013037710659773438,0.11132430373613476,4194304
model.layers.4.self_attn.q_proj,0.001103092401081085,0.12633018148191358,4194304
model.layers.4.self_attn.v_proj,-0.0002082951777993003,0.12575545539765964,2097152
model.layers.5.mlp.down_proj,0.0010941695830600413,0.11175153083757021,12582912
model.layers.5.mlp.gate_proj,0.0006669806161880842,0.13503555905608303,12582912
model.layers.5.mlp.up_proj,0.0012237038063176442,0.11176322281203602,12582912
model.layers.5.self_attn.k_proj,0.0010325846005798667,0.11886652193041286,2097152
model.layers.5.self_attn.o_proj,0.001004077891138877,0.1082280694896239,4194304
model.layers.5.self_attn.q_proj,0.0003879146697727265,0.12943915423257518,4194304
model.layers.5.self_attn.v_proj,0.0009891205081657972,0.13246650445016597,2097152
