layer,mean,std,n
model.layers.22.self_attn.v_proj,-0.06022150442004204,0.0484436569185777,3145728
model.layers.23.mlp.down_proj,-0.057282610452906134,0.04430042793662498,25165824
model.layers.23.mlp.gate_proj,-0.06439664468105852,0.053877065781961594,25165824
model.layers.23.mlp.up_proj,-0.057809462712536216,0.0442019203031149,25165824
model.layers.23.self_attn.k_proj,-0.09963131683616666,0.08771521649774838,3145728
model.layers.23.self_attn.o_proj,-0.054292156633487645,0.0424100340272322,9437184
model.layers.23.self_attn.q_proj,-0.07324192164711954,0.06054399442795439,9437184
model.layers.23.self_attn.v_proj,-0.06101948412227406,0.04730462360189531,3145728
model.layers.24.mlp.down_proj,-0.05727607748781338,0.044467578955289036,25165824
model.layers.24.mlp.gate_proj,-0.06475247153389319,0.05438488101020836,25165824
model.layers.24.mlp.up_proj,-0.05780582517559196,0.04439213598280375,25165824
model.layers.24.self_attn.k_proj,-0.09629237725918453,0.08805283065909178,3145728
model.layers.24.self_attn.o_proj,-0.05588383862211938,0.04343111100986681,9437184
model.layers.24.self_attn.q_proj,-0.07098758954513565,0.0589253476581123,9437184
model.layers.24.self_attn.v_proj,-0.06686959536212574,0.05540905591657992,3145728
model.layers.25.mlp.down_proj,-0.05722746458737523,0.04459442134635971,25165824
model.layers.25.mlp.gate_proj,-0.0637958135196186,0.05533456495269232,25165824
model.layers.25.mlp.up_proj,-0.057524239439544544,0.04440874451547646,25165824
model.layers.25.self_attn.k_proj,-0.09040658824839436,0.07817511646355146,3145728
model.layers.25.self_attn.o_proj,-0.056841969366865266,0.0443492587810358,9437184
model.layers.25.self_attn.q_proj,-0.07302015244355668,0.06101083592946003,9437184
model.layers.25.self_attn.v_proj,-0.06584600206345688,0.05232968279455149,3145728
model.layers.26.mlp.down_proj,-0.05783677033665905,0.04502099679697001,25165824
model.layers.26.mlp.gate_proj,-0.06447399359043024,0.05661290613985794,25165824
model.layers.26.mlp.up_proj,-0.057872827192037825,0.0449574358931713,25165824
